text,cleaned1,sentiment,emotion
"Ketika yg korupsi ratusan Triliun gak da berita sama sekali penjara cuma 2-3 tahunan masih bisa hidup enak.Ada beberapa masih asik beraktivitas dan bahkan jadi menteri hanya karena ikut partisipasi di pemerintahan.Nasib bangsa dipertaruhkan karena kerakusan akan uang dan jabatan.Gila.. mau dibawa kemana????.SDA banyak apalagi dengar kata hilirisasi tambang tahunya hanya untuk kalangan mereka saja rakyat dirugikan dengan segala kerusakan.But,IT's oke rakyat suka.Gak tahu mereka dibuat bodoh dengan program gratisan.Mana APBN defisit terus pdhl dah efisiensi. Ternyata efisiensinya cuma kerakyat bukan ke pejabat.Nasib...nasib...Next,memilih dilihat programnya bukan karena kasihan atau alasan lain.Yang rugi semua bukan cuma kamu aja mana 5 tahun iya kalau gak nambah.",ketika yang korupsi ratusan triliun tidak dan berita sama sekali penjara cuma tahunan masih bisa hidup enakada beberapa masih asyik beraktivitas dan bahkan jadi menteri hanya karena ikut partisipasi di pemerintahannasib bangsa dipertaruhkan karena kerakusan akan uang dan jabatangila mau dibawa kemanasda banyak apalagi dengar kata hilirisasi tambang tahunnya hanya untuk kalangan mereka saja rakyat dirugikan dengan segala kerusakanbut ini oke rakyat sukagak tahu mereka dibuat bodoh dengan program gratisanmana anggaran pendapatan dan belanja negara defisit terus padahal sudah efisiensi ternyata efisiensinya cuma kerakyat bukan ke pejabatnasibnasibnext memilih dilihat programnya bukan karena kasih atau alasan lainyang rugi semua bukan cuma kamu saja mana tahun iya kalau tidak menambah,negative,anger
"Saya melihat saat debat Cawapres yg mana saat itu gibran dgn sangat lancangnya dan tdk beradab sedikit pun menyebut nama Pak Tom Lembong. Kelihatan jelas bahwa dia memendam dendam kpd beliau, maka ketika Pak Tom di tangkap KPK saya sdh menduga bahwa beliau akan ditenggelamkan oleh penguasa lalim. Dan ternyata sdh jelas.",saya melihat saat debat calon wakil presiden yang mana saat itu gibran dengan sangat lancangnya dan tidak beradab sedikit pun menyebut nama pak tom lembong kelihatan jelas bahwa dia memendam dendam kepada beliau maka ketika pak tom di tangkap komisi pemberantasan korupsi saya sudah menduga bahwa beliau akan ditenggelamkan oleh penguasa lalim dan ternyata sudah jelas,negative,anger
Selama para koruptor masih dipelihara maka semakin bobrok keadilan dinegri ini.... Jangan berharap sama manusia berharap lah kepada tuhan sang pencipta tuhan yang maha esa... Semoga para elit politik koruptor mendapat balasan yang kejam 👍👍👍,selama para koruptor masih dipelihara maka semakin bobrok keadilan di negeri ini jangan berharap sama manusia berharap lah kepada tuhan sang pencipta tuhan yang maha esa semoga para elite politik koruptor mendapat balasan yang kejam,negative,anger
"Bersama kami doakan, semoga Hukum di Indonesia kembali sesuai fitrahnya. Entah siapa lg yg akan dipercaya ketika sdh tdk ada lagi keadilan. Sehat2 selalu orang2 baik yg berintegritas.",bersama kami doakan semoga hukum di indonesia kembali sesuai fitrahnya entah siapa lagi yang akan dipercaya ketika sudah tidak ada lagi keadilan sehat selalu orang baik yang berintegritas,positive,happy
حسبي الله ونعمل وكيل فيهم ..😭😭😭💔💔💔💔,,UNKNOWN,UNKNOWN
"Doa orang yang terzalimi yakin akan dikabulkan oleh Allah, dan doa tersebut tidak ada penghalang antara orang yang dizalimi dengan Allah. Cepat atau lambat pasti balasan itu akan sampai kepada para pelaku2nya. Masalah waktu mutlak hak Allah. Hasbunallah wa nikmal wakil🤲🤲🤲",doa orang yang terzalimi yakin akan dikabulkan oleh allah dan doa tersebut tidak ada penghalang antara orang yang dizalimi dengan allah cepat atau lambat pasti balasan itu akan sampai kepada para pelakunya masalah waktu mutlak hak allah hasbunallah wa nikmal wakil,positive,happy
"Semoga semua yg terlibat dlm putusan yg semena² dn tdk adil ini ,kelak di yaumul hisab mendapat balas berlipat dn dicicilkan di muka bumi ini,mrk lupa pd akhirnya semua akan dipertanggujabakan,semangat pak tom,do'a kami selalu menyertai mu,semoga keadilan selalu berpihak pd kebenaran,aamiinn",semoga semua yang terlibat dalam putusan yang semena dan tidak adil ini kelak di yaumul hisab mendapat balas berlipat dan dicicilkan di muka bumi ini mereka lupa pada akhirnya semua akan dipertanggujabakan semangat pak tom doa kami selalu menyertai mu semoga keadilan selalu berpihak pada kebenaran amin,positive,happy
"Inilah potret buram hukum di negeri kita. Negeri penuh dengan rekayasa,sehingga menimbulkan kejanggala-kejalalan dalam memutuskan perkara. Kejajanggalan ini timbul karena tidak didasari bukti dan data yang valid dan legalitas hukum bahkan tidak dihadirkanya saksi kuncii pada saat Tom Lembong menjabat sebagai menteri. Hukum hanya takluk pada kekuasaan ,sehingga menimbulkan abuse of power bagi yang mendapat dakwaan.",inilah potret buram hukum di negeri kita negeri penuh dengan rekayasa sehingga menimbulkan kejanggalakejalalan dalam memutuskan perkara kejajanggalan ini timbul karena tidak didasari bukti dan data yang valid dan legalitas hukum bahkan tidak dihadirkanya saksi kuncii pada saat tom lembong menjabat sebagai menteri hukum hanya takluk pada kekuasaan sehingga menimbulkan abuse of power bagi yang mendapat dakwaan,negative,anger
Hanya dua orang ini yg tulus terhadap negara dan sesama warga.. Tom dan anies semoga kalian pemimpin kedpannya amin,hanya dua orang ini yang tulus terhadap negara dan sesama warga tom dan anies semoga kalian pemimpin kedpannya amin,positive,happy
"Tentunya Rakyat Indonesia tdk pernah akan diam, ketika keadilan dipermainkan oleh oknum yg mau merusak negeri ini...
Orang jujur di dzolimi, sedangkan perusak, pembohong tdk pernah diduduki dipersidangan.. Wahai para Hakim, jaksa ingat Akan datang kepada kalian Pengadilan yg sebenarnya dan akan dipertanyakan kepada kalian semua tentang apa yg telah kalian lakukan didunia..",tentunya rakyat indonesia tidak pernah akan diam ketika keadilan dipermainkan oleh oknum yang mau merusak negeri ini orang jujur di dizalimi sedangkan perusak pembohong tidak pernah diduduki dipersidangan wahai para hakim jaksa ingat akan datang kepada kalian pengadilan yang sebenarnya dan akan dipertanyakan kepada kalian semua tentang apa yang telah kalian lakukan di dunia,negative,anger
Laknat Allah SWT buat mereka2 yg zalim...!,laknat allah subhanahu wa taala buat mereka yang zalim,negative,anger
"Indonesia ini sangat ditentukan oleh lembaga yudikatif. Maka dari itu yang perlu dibenahi bukan pembangunan. Tapi reformasi lembaga hukumnya. Jika kehakiman, kejaksaan dan kepolisian bagus....maka yg lain pasti ikut bagus semua. Termasuk rakyatnya akan bagus sendiri....",indonesia ini sangat ditentukan oleh lembaga yudikatif maka dari itu yang perlu dibenahi bukan pembangunan tapi reformasi lembaga hukumnya jika kehakiman kejaksaan dan kepolisian bagusmaka yang lah pasti ikut bagus semua termasuk rakyatnya akan bagus sendiri,positive,anger
Pemimpin yg zolim. Kita doa. Dapat azap Allah berat. Dunia dan ahkirat Semoga BPK tom Allah lindungi.,pemimpin yang zolim kita doa dapat azap allah berat dunia dan ahkirat semoga bapak tom allah lindungi,negative,sadness
Orang jujur malah hancur penjilat naik pangkat inilah Konoha . semoga pak tom tetap sehat dan semangat melalui semua ujian dengan baik doa dan dukungan buat pak tom 💪,orang jujur bahkan hancur penjilat naik pangkat inilah konoha semoga pak tom tetap sehat dan semangat melalui semua ujian dengan baik doa dan dukungan buat pak tom,positive,happy
"Tom mewakili kekuatan non muslim.
Jika bersatu dengan Anies yang muslim ditambah PDIP yang nasionalis, akan membuat koruptor kencing dalam celana.",tom mewakili kekuatan non muslim jika bersatu dengan anies yang muslim ditambah partai demokrasi indonesia perjuangan yang nasionalis akan membuat koruptor kencing dalam celana,negative,anger
"Sudah sangat jelas dan gamblang dipertontonkan ketidak adilan kezoliman keserakahan tp mereka masih saja tutup mata, dengan bangga menyanjung dan memuja para rezim,.sungguh diluar nalar.",sudah sangat jelas dan gamblang dipertontonkan ketidak keadilan kezoliman keserakahan tapi mereka masih saja tutup mata dengan bangga menyanjung dan memuja para rezim sungguh di luar nalar,negative,anger
"Hakim yg sudah tidak punya integritas, tidak punya akal utk menyimpulkan, ingat pak hakim anak cucu anda kedepan akan mendapat azab di dunia dan akhirat, kalau anda sendiri langsung nyebur ke neraka jahannam. Hakim yg sudahterima miliyaran rupiah agar bisa menghukum tom walau tidak bersalah. Ya Allah sayangnya negeri hamba ini, jauhilah hakim² ini dari tekanan dan uang, aamiin",hakim yang sudah tidak punya integritas tidak punya akal untuk menyimpulkan ingat pak hakim anak cucu anda ke depan akan mendapat azab di dunia dan akhirat kalau anda sendiri langsung mencebur ke neraka jahanam hakim yang sudahterima miliyaran rupiah agar bisa menghukum tom walau tidak bersalah iya allah sayangnya negeri hamba ini jauhilah hakim ini dari tekanan dan uang amin,negative,anger
"Hukum di era democrazy, krn kedaulatan ditangan manusia ( rakyat), mk seburuk apapun itu jika ada yg suka pasti dpt fasilitas dr sistem. Msh mau bertahan utk tdk mengindahkan hukum Allah ?",hukum di era demokrasi gila karena kedaulatan ditangan manusia rakyat mk seburuk apapun itu jika ada yang suka pasti dapat fasilitas dari sistem masih mau bertahan untuk tidak mengindahkan hukum allah,negative,anger
Sangat menyedihkan hukum dan khususnya peradilan di Indonesia. Kasus Tom Lembong yang merupakab kasus pesanan dengan besarnya hukuman pesanan. Walaupun masih ada upaya hukum yg bisa dilakukan namun kalau melihat pengadilan tingkat pertama sdh seperti ini.. apakah kita masih berharap pengadilan tertinggi akan mengoreksi putusan pengadilan dibawahnya ???? Semoga...,sangat menyedihkan hukum dan khususnya peradilan di indonesia kasus tom lembong yang merupakab kasus pesanan dengan besarnya hukuman pesanan walaupun masih ada upaya hukum yang bisa dilakukan namun kalau melihat pengadilan tingkat pertama sudah seperti ini apakah kita masih berharap pengadilan tertinggi akan mengoreksi putusan pengadilan dibawahnya semoga,negative,sadness
"Sabar pak Tom Lembong jangan khawatir ketika anda tidak bisa mendapatkan keadilan di dunia ini tapi yakinlah masih ada pengadilan akhirat.

Untuk pak Anies Baswedan apabila di periode pilpres berikutnya masih mau tampil tolong sampaikan kepada semua tim agar mempersiapkan diri dan mental akan menghadapi situasi seperti pak Tom Lembong",sabar pak tom lembong jangan khawatir ketika anda tidak bisa mendapatkan keadilan di dunia ini tapi yakinlah masih ada pengadilan akhirat untuk pak anies baswedan apabila di periode pemilihan presiden berikutnya masih mau tampil tolong sampaikan kepada semua tim agar mempersiapkan diri dan mental akan menghadapi situasi seperti pak tom lembong,positive,fear
"Mata dan hati para penegak hukum tsb sudah tumpul. Mereka sengaja membuat mata mereka buta. Mereka sengaja membuat telinga mereka tuli dan mereka sengaja membuat hati mereka mengeras. Mereka seakan tidak percaya akan ada pengadilan yang lebih adil dan bijaksana yaitu pengadilan akhirat yang juga akan mendakwa mereka atas keputusan yang mereka buat sendiri. Untuk pak Lembong semangat pak, kami percaya bapak orang jujur dan memiliki integritas tinggi. Kami berdoa untuk pak Lembong semoga senantiasa sehat dan kuat menghadapi orang2 yang mungkin tidak kuat (menghadapi tekanan). Wallahu’alam",mata dan hati para penegak hukum tersebut sudah tumpul mereka sengaja membuat mata mereka buta mereka sengaja membuat telinga mereka tuli dan mereka sengaja membuat hati mereka mengeras mereka seakan tidak percaya akan ada pengadilan yang lebih adil dan bijaksana yaitu pengadilan akhirat yang juga akan mendakwa mereka atas keputusan yang mereka buat sendiri untuk pak lembong semangat pak kami percaya bapak orang jujur dan memiliki integritas tinggi kami berdoa untuk pak lembong semoga senantiasa sehat dan kuat menghadapi orang yang mungkin tidak kuat menghadapi tekanan wallahualam,negative,anger
"Tetap semangat Pak,tetap berjuang demi keadilan di Negeri Ini🇮🇩, soal hasil nanti di belakang yg penting kita berjuang dulu, ada Allah Swt bersama kita🤲
#TomLembongOrangBaik
#PerjuangkanKeadilan.",tetap semangat pak tetap berjuang demi keadilan di negeri ini soal hasil nanti di belakang yang penting kita berjuang dulu ada allah subhanahu wa taala bersama kita,positive,happy
Janji allah tak akan ingkar mrk akan dapat ganjaran hebat…. Semoga pak TOM tabah,janji allah tidak akan ingkar mereka akan dapat ganjaran hebat semoga pak tom tabah,positive,happy
"Innalillahi wainna ilaihi rajiun, semoga hakim dan penegak hukum yg dzolim mendapat laknat dari Allah SWT dunia akhirat Aamiiinn !",innalillahi wah ini ilaihi rajiun semoga hakim dan penegak hukum yang zalim mendapat laknat dari allah subhanahu wa taala dunia akhirat aamiiinn,negative,sadness
"Inilah bobrokkk nya ,hukum dinegeri konohaaaaaaaaa ini, org yg TDK bersalah dicari kesalahannya sesuai pesanan, negeri antah berantah hakim gimana lah nantik matinya tunggu adzab Allah SWT yang amat pedih hingga anak cucu istri d hukum oleh Allah SWT ,aamiin....",inilah bobrokkk nya hukum di negeri konohaaaaaaaaa ini orang yang tidak bersalah dicari kesalahannya sesuai pesanan negeri antah berantah hakim bagaimana lah nanti matinya tunggu azab allah subhanahu wa taala yang amat pedih hingga anak cucu istri di hukum oleh allah subhanahu wa taala amin,negative,anger
Doa terbaik untuk pak tom smg diberikn kesabaran,doa terbaik untuk pak tom semoga diberikn kesabaran,positive,happy
"Keadilan di Konoha adalah suatu yg sangattttt sangattttt mahal dan mungkin sudah sangat sulit di temukan, penegak hukum jadi preman, hakim jadi pedagang, menteri dan DPR jadi petani karena korupsi semakin subur ditangan mereka. Apakah kita harus berduka karena di Indonesia keadilan bukan lagi harga mati dan yg jujur malah bisa mati",keadilan di konoha adalah suatu yang sangattttt sangattttt mahal dan mungkin sudah sangat sulit di temukan penegak hukum jadi preman hakim jadi pedagang menteri dan dewan perwakilan rakyat jadi petani karena korupsi semakin subur ditangan mereka apakah kita harus berduka karena di indonesia keadilan bukan lagi harga mati dan yang jujur bahkan bisa mati,negative,sadness
Kita tinggal di negeri dimana para penegak hukum lah yang main hakim sendiri 😭,kita tinggal di negeri dimana para penegak hukum lah yang main hakim sendiri,negative,anger
"Tetap Optimis hukum/pengadilan di Indonesia akan menjadi lebih baik, masih banyak orang baik dan atau terus berusaha menjadi pribadi yg lebih baik, yang menginginkan kebaikan/kebenaran ditegakkan

Setan dan bala-tentara berharap kita berputus asa atas hukum/pengadilan di Indonesia, bahwa tidak/jangan berharap lagi ada keadilan, dan percuma menjadi orang baik, kecuali orang-orang yg ikut menjadi bala tentaranya aja yg akan aman/selamat.

""Sesungguhnya tidak ada yang berputus asa dari rahmat Allah, kecuali orang-orang kafir.""
(QS. Yusuf: 87)

""Dan tidak ada yang berputus asa dari rahmat Tuhan-nya, kecuali orang-orang yang sesat.""
(QS. Al-Hijr: 56)

""Sesungguhnya setan itu tidak ada kekuasaannya atas orang-orang yang beriman dan bertawakal kepada Tuhan mereka.""
""Sesungguhnya kekuasaannya hanyalah atas orang-orang yang mengambilnya menjadi pemimpin (wali) dan atas orang-orang yang mempersekutukannya dengan Allah.""
(An-Nahl: 99–100)",tetap optimis hukumpengadilan di indonesia akan menjadi lebih baik masih banyak orang baik dan atau terus berusaha menjadi pribadi yang lebih baik yang menginginkan kebaikankebenaran ditegakkan setan dan balatentara berharap kita berputus asa atas hukumpengadilan di indonesia bahwa tidakjangan berharap lagi ada keadilan dan percuma menjadi orang baik kecuali orangorang yang ikut menjadi bala tentaranya saja yang akan amanselamat sesungguhnya tidak ada yang berputus asa dari rahmat allah kecuali orangorang kafir qs yusuf dan tidak ada yang berputus asa dari rahmat tuhannya kecuali orangorang yang sesat qs alhijr sesungguhnya setan itu tidak ada kekuasaannya atas orangorang yang beriman dan bertawakal kepada tuhan mereka sesungguhnya kekuasaannya hanyalah atas orangorang yang mengambilnya menjadi pemimpin wali dan atas orangorang yang mempersekutukannya dengan allah annahl,positive,sadness
"Baru tau dan sadar ya, Pak. Negeri ini sedang sakit parah. Sayangnya banyak dokter abai karena ingin pemasukan banyak hingga akar penyakit tak kunjung diobati malah semakin dibiarkan merajalela menggerogoti tubuh ibu pertiwi.",baru tahu dan sadar iya pak negeri ini sedang sakit parah sayangnya banyak dokter abai karena ingin pemasukan banyak hingga akar penyakit tidak kunjung diobati bahkan semakin dibiarkan merajalela menggerogoti tubuh ibu pertiwi,negative,sadness
Semoga Husnul khatimah semuanya ...,semoga husnul khatimah semuanya,positive,happy
"Aku menangis di hari itu... merasakan gelapnya negeri ini... keadilan sudah mati di negeri ini... menyisakan satu pertanyaan dalam hati... apakah kita sedang kembali dijajah oleh kekuasaan... apakah kita sedang dipimpin oleh penguasa yang bukan bagian dari bangsa ini...
ijinkan aku menangis...",aku menangis di hari itu merasakan gelapnya negeri ini keadilan sudah mati di negeri ini menyisakan satu pertanyaan dalam hati apakah kita sedang kembali dijajah oleh kekuasaan apakah kita sedang dipimpin oleh penguasa yang bukan bagian dari bangsa ini izinkan aku menangis,negative,sadness
